trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
37,2.3244,10.9477,21.1272,41.1635,61.1641,81.1654,101.1656,1.0000,1.0858,2.6333,3.3074,4.4594,4.7501,6.7690,7.3457,9.2521,1000000.0000
38,2.2167,10.6222,20.7637,40.8060,60.8081,80.8077,100.8071,1.0000,1.4687,6.5097,7.3000,7.3146,7.8266,8.3514,8.4313,9.6264,1000000.0000
39,2.2956,10.8255,21.0384,41.0832,61.0851,81.0850,101.0848,1.0000,1.3313,3.5970,3.8594,5.1887,5.7269,6.4466,7.4113,7.6516,1000000.0000
40,2.3157,10.9078,21.0929,41.1441,61.1468,81.1465,101.1462,1.0000,2.2323,4.1628,5.0933,5.4076,6.1229,6.6356,9.3766,9.5890,1000000.0000
41,2.2855,10.8551,21.0488,41.1055,61.1096,81.1107,101.1116,1.0000,1.5611,1.7790,4.7866,5.2219,7.2182,7.4042,7.9533,9.5665,1000000.0000
42,2.3644,11.0437,21.2778,41.3492,61.3519,81.3509,101.3497,1.0000,1.4068,2.4398,3.2581,4.1063,6.3128,7.1982,8.4104,9.4542,1000000.0000
43,2.3167,10.9450,21.1424,41.1940,61.1969,81.1975,101.1979,1.0000,1.0332,2.5448,3.0251,4.1686,5.5693,5.9797,7.0036,9.6708,1000000.0000
44,2.3179,10.9548,21.1640,41.2200,61.2222,81.2217,101.2212,1.0000,2.4201,3.7833,3.8437,5.0177,5.9189,6.2634,7.1310,9.1251,1000000.0000
45,2.3456,10.9340,21.1231,41.1711,61.1721,81.1704,101.1687,1.0000,1.4461,2.4975,3.4829,6.2437,6.4262,8.9858,9.2518,9.8063,1000000.0000
46,2.3386,10.9266,21.0708,41.0985,61.1005,81.1018,101.1031,1.0000,1.5108,2.6774,4.5688,4.8330,5.9083,6.4047,9.8230,9.9061,1000000.0000
47,2.2268,10.7243,20.9240,40.9951,61.0010,81.0018,101.0024,1.0000,3.8358,5.9811,7.4256,7.8558,8.3613,8.6756,8.8051,8.8085,1000000.0000
48,2.2990,10.9371,21.1855,41.2709,61.2764,81.2757,101.2745,1.0000,2.5528,3.9751,4.0728,5.8782,7.3098,8.1159,8.6869,9.7743,1000000.0000
49,2.3092,10.9430,21.1753,41.2333,61.2345,81.2353,101.2354,1.0000,1.5918,3.6988,4.7837,5.6331,5.9729,6.9973,7.2470,9.7511,1000000.0000
50,2.3072,10.9085,21.1027,41.1496,61.1497,81.1485,101.1473,1.0000,2.5470,2.9033,4.7771,5.3008,5.9048,6.6666,8.3331,8.7595,1000000.0000
51,2.2207,10.7141,20.9167,40.9752,60.9789,80.8904,100.9790,1.0000,4.1823,5.1694,5.2368,5.5033,5.6720,7.3659,8.6948,9.2592,1000000.0000
52,1.8559,10.8811,21.0313,41.0534,61.0524,81.0510,101.0498,1.0000,1.3846,3.3350,3.5699,4.3720,6.4157,7.0075,7.5854,7.6001,1000000.0000
53,2.2871,10.8694,21.0545,41.1112,61.1143,81.1154,101.1153,1.0000,2.5939,4.3714,4.6819,4.9141,5.0206,5.5747,8.2816,9.2809,1000000.0000
54,2.3333,10.9684,21.1616,41.2060,61.2072,81.2069,101.2063,1.0000,1.4326,2.6868,4.4085,5.8829,6.9764,7.1481,7.1938,8.0252,1000000.0000
55,2.2713,10.8505,21.0703,41.1411,61.1440,81.1441,101.1440,1.0000,3.0157,4.8631,5.0509,6.0639,6.1587,6.6780,7.2750,9.1473,1000000.0000
56,2.2814,10.8781,21.1058,41.1680,61.1710,81.1716,101.1722,1.0000,2.5743,3.3244,3.4734,6.1300,6.5331,7.8412,8.0992,9.2661,1000000.0000
57,2.3140,10.9041,21.0760,41.1107,61.1092,81.1068,101.1020,1.0000,1.4719,1.8770,4.0407,5.6985,5.9522,6.3668,6.5833,9.2204,1000000.0000
58,2.3976,11.0298,21.2175,41.2663,61.2683,81.2694,101.2695,1.0000,1.4801,2.1042,2.8038,3.4754,5.9667,6.7381,8.6045,9.2308,1000000.0000
59,2.3208,10.9385,21.1559,41.2261,61.2360,81.2380,101.2396,1.0000,1.7414,3.9273,4.7523,7.0016,9.2945,9.3043,9.4833,9.8039,1000000.0000
60,2.2285,10.7343,20.9470,41.0219,61.0072,81.0268,101.0260,1.0000,2.8264,7.2972,7.4747,7.5185,8.0840,8.3128,9.2140,9.5229,1000000.0000
61,2.2964,10.8850,21.0493,41.0860,61.0879,81.0886,101.0893,1.0000,1.4159,3.4968,3.5641,4.8276,6.5366,6.6709,7.5593,7.8734,1000000.0000
62,2.2888,10.8348,20.9948,41.0297,61.0314,81.0317,101.0320,1.0000,1.5015,1.5429,1.6200,4.0023,5.4571,5.4725,7.0658,8.0051,1000000.0000
63,2.2910,10.8147,20.9171,40.9594,60.9602,80.9607,100.9612,1.0000,2.7796,3.3522,4.4703,4.5306,6.1899,6.3262,6.9340,7.1134,1000000.0000
64,2.3564,10.9634,21.1358,41.1813,61.1828,81.1818,101.1806,1.0000,1.4858,2.6555,3.4184,4.3947,6.7847,8.2560,8.4388,8.9666,1000000.0000
65,2.3425,10.9584,21.1827,41.2587,61.2623,81.2615,101.2603,1.0000,1.2508,1.7577,2.6554,2.9764,7.0718,8.3091,9.0738,9.6189,1000000.0000
66,2.3170,10.9663,21.1979,41.2601,61.2628,81.2625,101.2620,1.0000,1.2500,2.1498,4.1827,5.7137,7.0300,8.0279,8.4694,9.0210,1000000.0000
67,1.9410,10.7034,20.8726,40.9237,60.9263,80.9277,100.9280,1.0000,4.0408,4.4830,4.5694,4.7940,7.5187,8.5361,8.8188,9.4534,1000000.0000
68,2.3059,10.8883,21.0665,41.1116,61.1157,81.1183,101.1205,1.0000,1.6438,1.9916,3.7837,6.0708,6.1877,6.2738,7.2477,9.0406,1000000.0000
69,2.3969,10.9513,21.0459,41.0574,61.0588,81.0600,101.0587,1.0000,1.0841,1.6958,2.4367,2.9951,4.0055,4.5339,5.3598,9.7911,1000000.0000
70,2.2288,10.7555,20.9860,41.0680,61.0742,81.0748,101.0748,1.0000,1.0503,4.1463,4.9687,5.3084,6.2374,6.8961,8.0447,9.5084,1000000.0000
71,2.3352,10.9992,21.2101,41.2527,61.2530,81.2540,101.2544,1.0000,1.5724,3.1647,3.2374,4.2258,4.9817,6.1450,8.4357,9.2938,1000000.0000
72,2.1780,10.5892,20.7617,40.8268,60.8323,80.7526,100.8323,1.0000,4.9719,5.7696,6.1203,6.3405,6.4318,7.0445,7.2836,8.9757,1000000.0000
73,2.2273,10.7529,20.9885,41.0846,61.0954,81.0945,101.0973,1.0000,3.9926,4.2853,4.5153,5.5900,5.8809,7.3659,9.8084,9.8147,1000000.0000
74,2.3334,10.9511,21.1278,41.1799,61.1844,81.1857,101.1865,1.0000,2.5408,2.9564,3.4423,3.7788,4.1694,5.3465,8.0410,9.7255,1000000.0000
75,2.3542,10.8660,20.9742,40.9952,60.9957,80.9958,100.9959,1.0000,1.0864,1.7143,3.2962,3.4557,3.7592,4.6245,7.8502,8.3467,1000000.0000
76,2.2312,10.7393,20.9423,41.0128,61.0167,81.0175,101.0170,1.0000,1.1304,4.3762,5.4707,6.9852,8.4491,8.5413,8.6671,8.8975,1000000.0000
77,2.3511,10.8253,20.8949,40.9021,60.9021,80.9020,100.9019,1.0000,1.4462,2.8588,3.5481,4.0471,4.5911,9.0554,9.1544,9.7459,1000000.0000
78,2.3175,10.9358,21.1511,41.2206,61.2261,81.2269,101.2273,1.0000,1.6984,3.6831,4.7931,7.1828,7.5571,8.8932,8.9613,9.5664,1000000.0000
79,2.3054,10.9598,21.2103,41.2882,61.2902,81.2901,101.2899,1.0000,2.7518,3.5636,4.5064,4.9337,5.1784,6.5867,7.4348,9.1910,1000000.0000
80,2.3871,10.9432,21.0407,41.0543,61.0559,81.0572,101.0586,1.0000,1.5586,2.1105,3.1321,3.3151,3.4181,4.1461,5.2536,7.2183,1000000.0000
81,2.2896,10.8743,21.0794,41.1425,61.1467,81.1470,101.1469,1.0000,1.1377,2.9945,3.4794,5.8823,6.0491,7.7957,9.1458,9.6494,1000000.0000
82,2.2934,10.8472,21.0301,41.0876,61.0914,81.0909,101.0898,1.0000,1.3417,1.4967,3.9644,4.8600,5.5443,5.8820,6.6229,8.6596,1000000.0000
83,2.3522,10.9809,21.1475,41.1759,61.1772,81.1778,101.1785,1.0000,1.9228,3.0803,3.3824,4.7064,5.7127,6.2594,6.6457,7.2367,1000000.0000
84,2.3391,10.9119,21.1232,41.1876,61.1939,81.1971,101.2000,1.0000,1.8544,2.7601,4.1789,6.6598,7.1373,8.4190,8.9974,9.0132,1000000.0000
85,2.3093,10.9236,21.1240,41.1712,61.1734,81.1736,101.1738,1.0000,1.2934,1.8233,3.0206,5.9255,6.7730,7.5678,8.0192,8.1183,1000000.0000
86,2.3044,10.8724,21.0417,41.0887,61.0912,81.0910,101.0905,1.0000,1.1401,2.7403,2.9882,3.7808,6.3423,6.5663,6.8245,9.7964,1000000.0000
87,2.3130,10.8070,20.8733,40.8761,60.8757,80.8750,100.8717,1.0000,2.5542,2.5766,2.9551,3.3323,3.5551,4.4132,7.7427,8.6086,1000000.0000
88,2.3237,10.9698,21.1962,41.2598,61.2619,81.2607,101.2592,1.0000,2.4564,2.8583,4.3048,5.1449,5.9058,7.1383,8.2945,9.2799,1000000.0000
89,2.2307,10.7323,20.9313,40.9998,61.0047,81.0043,101.0042,1.0000,1.2125,4.4421,6.9494,7.5716,7.5729,8.3902,8.7364,9.6450,1000000.0000
90,2.3592,10.7171,20.7569,40.7613,60.7618,80.7607,100.7628,1.0000,1.2633,1.8248,2.3175,2.3356,3.8547,4.1395,9.4816,9.7962,1000000.0000
91,2.3381,10.9517,21.1276,41.1662,61.1681,81.1685,101.1691,1.0000,1.7178,3.5508,4.1019,4.1852,5.0910,5.4501,6.8942,8.1865,1000000.0000
92,2.2466,10.7540,20.9597,41.0364,61.0430,81.0433,101.0430,1.0000,1.0192,1.0720,1.8020,5.8828,5.9783,8.1747,8.9183,9.9020,1000000.0000
93,2.2813,10.8199,20.9828,41.0276,61.0320,81.0333,101.0343,1.0000,2.8289,3.6528,4.1782,4.6443,7.7654,7.8579,9.0890,9.4576,1000000.0000
94,2.3393,10.8742,21.0147,41.0685,61.0011,81.0734,101.0731,1.0000,2.1968,2.6524,3.4308,4.3028,7.8297,8.0215,9.0862,9.3270,1000000.0000
95,2.4002,10.9830,21.0892,41.1018,61.1002,81.0982,101.0962,1.0000,1.3812,1.9579,2.8289,3.5006,4.4567,4.8461,6.0486,9.2090,1000000.0000
96,2.2899,10.8854,21.0966,41.1619,61.1678,81.1684,101.1697,1.0000,2.7466,4.2687,4.8536,5.7358,7.7731,8.9352,9.0263,9.0294,1000000.0000
97,2.2355,10.7040,20.8730,40.9259,60.9283,80.9270,100.9254,1.0000,1.1869,1.6208,6.2305,7.1083,8.6557,9.6671,9.7718,9.9084,1000000.0000
98,2.3737,10.9457,21.0851,41.1139,61.1170,81.1189,101.1208,1.0000,1.7610,2.2342,2.8822,4.8120,4.9669,6.2321,7.7197,7.9111,1000000.0000
99,2.3013,10.8237,21.0540,41.1088,61.1120,81.1118,101.1114,1.0000,2.4675,3.7740,4.1459,6.4051,6.6497,6.9881,7.1455,9.7696,1000000.0000
100,2.3017,10.8438,20.9838,41.0138,61.0151,81.0150,101.0151,1.0000,2.6434,2.7067,3.7422,4.1721,4.2702,6.2811,6.3245,9.6461,1000000.0000
