trial,rev_100,rev_125,rev_150,rev_175,rev_200,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
33,201.3540,251.4074,301.4355,351.4789,401.4718,1.0000,11.0927,72.7179,77.2381,93.5587,96.9249,100.7424,108.1736,129.0656,1000000.0000
34,201.4109,251.4981,301.5303,351.5864,401.5674,1.0000,26.3800,60.9288,71.7444,83.4093,93.3293,107.7582,110.7138,120.7093,1000000.0000
35,201.1861,251.2404,301.2478,351.2876,401.2979,1.0000,29.7059,32.1773,36.2337,76.9787,85.7488,90.5093,91.8991,97.0161,1000000.0000
36,201.9857,252.0705,302.0981,352.1442,402.1132,1.0000,1.3603,12.4633,16.3649,40.0623,58.7154,87.9990,100.7406,105.2220,1000000.0000
37,201.2952,251.3881,301.4482,351.4873,401.4730,1.0000,36.9154,50.6964,51.8756,53.1059,83.4099,89.2667,102.7641,127.0352,1000000.0000
38,201.7138,251.7693,301.7982,351.8114,401.8147,1.0000,18.4531,25.5882,25.9941,31.9360,41.2206,69.4981,90.3504,115.5576,1000000.0000
39,202.2393,252.3363,302.3972,352.4387,402.4676,1.0000,5.6901,20.0246,20.7426,38.1025,43.0716,58.7540,83.0199,95.9389,1000000.0000
40,201.2519,251.3258,301.3895,351.4190,401.4364,1.0000,36.3473,49.9014,51.7450,60.7488,90.2243,97.0077,114.3004,121.9832,1000000.0000
41,201.1786,251.2506,301.3091,351.3111,401.3625,1.0000,37.3224,72.4040,77.7079,86.2948,86.9213,87.2570,114.9484,121.8912,1000000.0000
42,202.0355,252.1035,302.1490,352.2026,402.2220,1.0000,1.3543,14.1935,28.1495,47.6890,54.4550,74.8975,107.5112,121.9014,1000000.0000
43,201.8307,251.9176,301.9630,352.0230,402.0470,1.0000,15.2464,30.4467,56.2876,59.3364,86.3621,96.8418,119.1159,120.2896,1000000.0000
44,201.8042,251.8975,301.9338,351.9546,401.9668,1.0000,13.5229,21.2169,27.4219,59.3532,99.6222,103.7953,104.6509,118.0807,1000000.0000
45,202.3748,252.4763,302.5412,352.5843,402.6135,1.0000,3.7226,17.0664,36.2330,45.8592,56.8792,80.4777,93.7714,106.6927,1000000.0000
46,200.7787,250.8419,300.8839,350.9115,400.9303,1.0000,65.7443,66.8222,72.1420,76.6739,79.5415,92.1333,117.2307,123.1214,1000000.0000
47,201.5569,251.6554,301.7224,351.7687,401.8011,1.0000,10.1915,44.2116,95.8922,104.8419,105.1684,106.2678,121.4509,125.6985,1000000.0000
48,201.7641,251.8755,301.9350,351.9912,402.0201,1.0000,10.1934,37.0010,82.2288,92.9266,104.0980,105.7875,107.1694,117.2707,1000000.0000
49,201.9860,252.0698,302.1493,352.1866,402.2096,1.0000,10.3220,25.2601,30.1126,76.1450,78.0529,82.8670,98.8845,116.5762,1000000.0000
50,201.7620,251.8411,301.9146,351.9506,401.9330,1.0000,16.8423,22.5975,55.4750,65.0201,71.0767,95.3177,103.1248,121.9870,1000000.0000
51,201.5786,251.6494,301.6906,351.6856,401.7307,1.0000,8.5135,52.2906,52.3107,90.2232,90.4215,104.1165,116.4798,119.3520,1000000.0000
52,201.3849,251.4153,301.4288,351.4349,401.4378,1.0000,24.3219,31.4306,36.5120,46.9402,48.3138,67.5613,68.0847,81.5348,1000000.0000
53,202.1390,252.2631,302.3553,352.3937,402.4761,1.0000,6.3664,13.2118,17.7245,34.8436,88.7929,94.9396,104.6003,116.6824,1000000.0000
54,201.9426,251.9908,302.0390,352.0598,402.0735,1.0000,9.3127,14.8061,18.0426,23.7876,53.2982,58.1296,77.9259,94.9972,1000000.0000
55,201.8410,251.9497,302.0197,352.0651,402.0950,1.0000,12.4431,34.5562,67.2851,85.7184,87.2583,103.0898,107.2913,118.2807,1000000.0000
56,201.5467,251.6048,301.6298,351.6430,401.6501,1.0000,18.0758,38.7839,41.8436,53.3648,63.1647,104.0290,109.9799,115.2265,1000000.0000
57,201.7428,251.7884,301.8123,351.7946,401.8319,1.0000,11.3094,33.4498,34.7843,40.8167,49.7548,54.5979,69.1594,127.4739,1000000.0000
58,201.8577,251.9430,302.0249,352.0696,402.0589,1.0000,3.8537,39.6978,48.9196,67.3210,81.2906,93.0891,94.3052,117.0902,1000000.0000
59,201.7440,251.8202,301.8784,351.9244,401.9483,1.0000,16.5882,16.6934,26.9482,41.0694,41.8990,69.3644,100.1525,123.1471,1000000.0000
60,201.9446,252.0268,302.0843,352.1492,402.1781,1.0000,14.3315,22.3396,39.6026,57.7091,72.2559,106.2463,115.2454,121.3272,1000000.0000
61,201.6662,251.7302,301.7648,351.7835,401.7937,1.0000,16.9154,42.3692,57.7865,87.8992,91.1798,101.5217,111.7025,114.1268,1000000.0000
62,201.6448,251.6976,301.7526,351.7498,401.7603,1.0000,9.2830,9.6763,35.1362,35.4482,41.0094,85.2798,98.3293,107.9534,1000000.0000
63,201.6948,251.7993,301.8610,351.9015,401.8886,1.0000,1.3097,21.5784,25.1371,61.4420,75.1295,114.9409,128.0562,129.1231,1000000.0000
64,201.6910,251.7735,301.8013,351.8522,401.8693,1.0000,19.0864,34.5096,40.4544,67.8700,87.3536,88.7335,92.1924,109.1121,1000000.0000
65,201.6461,251.7447,301.7826,351.8422,401.8234,1.0000,21.3151,48.9061,64.2509,72.4491,101.3728,115.6319,118.6549,128.5814,1000000.0000
66,202.1612,252.2576,302.3187,352.3593,402.3865,1.0000,7.1625,13.7469,19.8185,46.3356,68.7118,91.1786,114.3941,118.1818,1000000.0000
67,202.2334,252.3250,302.3745,352.4051,402.4245,1.0000,3.7272,16.5178,28.4335,48.5205,63.5596,63.7670,86.8897,117.3492,1000000.0000
68,202.0261,252.1300,302.2233,352.2455,402.3132,1.0000,5.6694,35.5195,59.0541,64.9872,89.9664,95.2813,97.9035,124.3621,1000000.0000
69,202.0675,252.1694,302.2102,352.2709,402.2967,1.0000,7.3201,25.5429,36.6209,75.3952,80.3278,101.8449,113.2726,124.5015,1000000.0000
70,201.3427,251.4226,301.4711,351.5006,401.5187,1.0000,32.8336,55.1833,56.5599,81.5922,91.0771,93.7975,115.2266,122.4078,1000000.0000
71,201.9372,252.0480,302.1285,352.1875,402.1913,1.0000,10.4860,14.7177,19.7897,41.6658,93.1472,101.8513,111.1681,120.6524,1000000.0000
72,202.0289,252.1014,302.1764,352.2176,402.2067,1.0000,8.1925,26.6666,31.8985,40.4778,66.7886,92.3968,116.1424,119.8059,1000000.0000
73,201.4167,251.4684,301.4967,351.5123,401.4811,1.0000,15.5640,58.4182,61.1455,64.6911,74.5946,76.0323,84.1527,101.1314,1000000.0000
74,201.8475,251.8935,301.9446,351.9678,401.9844,1.0000,1.8473,13.4734,30.5439,38.6306,41.1332,93.7742,99.6992,124.4372,1000000.0000
75,201.6672,251.7011,301.7172,351.7249,401.7287,1.0000,14.9438,28.2558,35.6847,37.2162,43.4423,63.1529,96.6527,103.7213,1000000.0000
76,201.6471,251.7342,301.7830,351.7970,401.8298,1.0000,18.8950,46.1202,60.9564,64.0834,91.3743,91.5132,121.2441,127.3169,1000000.0000
77,201.4798,251.5762,301.6363,351.6439,401.6975,1.0000,29.4943,32.5076,50.1176,73.1720,73.8194,95.3117,100.6466,123.1508,1000000.0000
78,201.4881,251.5819,301.6325,351.6328,401.6619,1.0000,21.3889,58.3556,61.3602,75.9654,80.0058,86.1684,100.0873,117.6258,1000000.0000
79,201.6115,251.6601,301.7123,351.7031,401.7458,1.0000,20.5164,23.8622,34.4945,59.6489,82.4780,100.5958,105.1275,108.0255,1000000.0000
80,201.7979,251.8659,301.9046,351.9269,401.8976,1.0000,12.8976,20.1868,45.2460,45.4155,46.8307,76.7097,86.2020,120.0168,1000000.0000
81,201.4490,251.5269,301.5759,351.5767,401.6273,1.0000,16.5102,68.2698,72.4927,79.1801,96.3221,113.5567,123.2368,126.6824,1000000.0000
82,201.8051,251.8456,301.8674,351.8488,401.8856,1.0000,1.0368,12.9889,22.7053,42.3291,47.7896,50.4551,66.8506,78.9606,1000000.0000
83,201.7098,251.7666,301.8269,351.8554,401.8741,1.0000,9.5008,35.0452,59.1481,103.7909,104.1683,109.2425,124.6582,126.5769,1000000.0000
84,201.8900,251.9752,302.0269,352.0285,402.0590,1.0000,5.2089,14.0062,61.5719,80.4623,88.7504,101.0202,127.7723,128.1052,1000000.0000
85,201.5555,251.6404,301.6935,351.7270,401.7481,1.0000,15.6166,59.5056,64.3084,79.1621,105.7146,110.5202,116.4991,119.4929,1000000.0000
86,201.2567,251.2816,301.2741,351.3062,401.3130,1.0000,20.9718,30.4658,38.7025,78.5357,78.8119,86.2464,86.6419,89.4829,1000000.0000
87,201.5844,251.6207,301.6601,351.6723,401.6787,1.0000,17.3405,18.0194,23.7638,49.8788,61.6422,76.4536,96.2764,100.1904,1000000.0000
88,201.7681,251.8327,301.8863,351.9283,401.9082,1.0000,12.8329,40.7335,53.9484,59.1458,96.4249,104.6620,116.4343,127.1189,1000000.0000
89,201.4305,251.4717,301.4880,351.5166,401.5182,1.0000,25.8093,37.2765,47.0029,52.2580,55.7319,58.2370,59.3150,92.9191,1000000.0000
90,201.6160,251.7052,301.7589,351.7921,401.8124,1.0000,16.1742,16.5758,43.0772,75.8669,76.1376,94.7633,95.9989,108.6332,1000000.0000
91,201.8569,251.8816,301.8923,351.8969,401.8989,1.0000,8.3679,22.7303,25.3490,27.9407,28.5538,42.8020,61.0599,72.8057,1000000.0000
92,201.5697,251.6096,301.6318,351.6697,401.6382,1.0000,18.2716,41.1336,45.1629,49.8194,52.1163,64.6012,67.0571,84.2560,1000000.0000
93,200.9608,251.0392,301.0913,351.1260,401.1489,1.0000,54.2843,68.4489,83.2646,101.1800,107.0877,109.1324,121.0314,123.7787,1000000.0000
94,201.5220,251.6038,301.6320,351.6852,401.7036,1.0000,23.7604,38.2378,38.3629,74.1239,83.9427,84.7385,99.9061,114.9116,1000000.0000
95,201.6874,251.7551,301.8114,351.8348,401.8486,1.0000,17.9786,38.9817,50.1088,61.4657,91.5525,94.2945,109.2223,114.5360,1000000.0000
96,201.4755,251.5595,301.6114,351.6422,401.6786,1.0000,26.1959,28.7139,34.0187,42.0748,89.3177,92.9783,103.3073,124.7838,1000000.0000
97,201.5167,251.5933,301.6528,351.6997,401.7369,1.0000,18.7788,25.3593,27.0107,47.9669,93.7792,115.8595,117.5616,120.7722,1000000.0000
98,202.1998,252.3147,302.3877,352.4314,402.5097,1.0000,5.0020,21.8262,40.0845,45.0617,73.0254,75.1606,101.6637,117.5975,1000000.0000
99,202.1039,252.1927,302.2456,352.2776,402.2973,1.0000,3.8723,11.1432,43.3085,68.1752,86.3970,90.5621,102.2621,103.7718,1000000.0000
100,201.9660,252.0381,302.0785,352.1027,402.1176,1.0000,8.8887,26.5588,40.6276,41.3882,59.5405,87.9788,116.6058,118.7363,1000000.0000
