trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
27,2.2732,10.8539,21.1350,41.2819,61.3034,81.3054,101.3052,1.0000,1.2033,2.4641,2.5072,7.0147,8.0995,8.1751,14.2622,16.6190,1000000.0000
28,2.0002,10.8299,21.2398,41.6001,61.7281,81.7740,101.7880,1.0000,2.7920,7.2823,9.9367,14.5630,18.2862,21.3488,22.4280,24.5706,1000000.0000
29,2.2249,10.8263,21.1950,41.4349,61.4705,81.4745,101.4713,1.0000,3.4206,3.7797,7.0170,8.5607,10.0040,13.7966,14.6228,21.8095,1000000.0000
30,2.1608,10.6277,20.9210,41.0809,61.1076,81.1116,101.1118,1.0000,5.6645,6.8664,9.2524,9.2901,9.7922,16.0830,17.6332,18.7144,1000000.0000
31,2.2410,10.8368,21.1635,41.3916,61.4577,81.4773,101.4856,1.0000,3.4918,5.6491,6.7771,8.0523,14.0244,15.8246,16.6451,24.6999,1000000.0000
32,2.2478,10.6477,20.9384,41.2245,61.3349,81.3785,101.3961,1.0000,1.8352,11.1642,11.2255,12.9736,15.3226,15.9935,22.1776,23.0225,1000000.0000
33,2.2248,10.8152,21.2213,41.5908,61.7297,81.7855,101.8124,1.0000,1.5250,4.6348,9.2689,10.3099,10.4645,15.9825,21.6833,24.8750,1000000.0000
34,2.2495,10.8074,21.0588,41.1629,61.1694,81.1674,101.1679,1.0000,2.0523,5.7022,5.8376,7.9423,9.6103,9.9373,10.8982,23.7056,1000000.0000
35,2.0000,10.8221,21.1253,41.3186,61.3723,81.3962,101.4072,1.0000,1.5735,3.9261,7.9492,9.5276,9.5931,9.6267,17.8504,24.1282,1000000.0000
36,1.9092,10.8618,21.1192,41.2895,61.3318,81.3401,101.3430,1.0000,1.0286,2.8191,3.0670,4.7349,5.0880,12.3676,16.3882,24.0818,1000000.0000
37,2.2303,10.8328,21.1931,41.4434,61.5032,81.5104,101.5101,1.0000,2.7820,7.0139,8.8639,11.2763,15.6480,15.8583,16.6425,17.3388,1000000.0000
38,2.2989,10.9272,21.2398,41.4998,61.6013,81.6247,101.6295,1.0000,1.0899,2.5008,4.4721,5.9850,11.9868,20.6979,22.4930,24.8151,1000000.0000
39,2.2851,10.7833,21.1096,41.3821,61.4645,81.4910,101.5007,1.0000,1.3091,1.7447,3.3122,11.7502,14.9656,17.5421,19.1453,20.5208,1000000.0000
40,2.1902,10.7111,21.0325,41.2614,61.3201,81.3342,101.3397,1.0000,4.8463,5.2768,5.4857,9.0131,11.1676,14.5576,24.2561,24.8964,1000000.0000
41,2.0000,10.7812,21.1279,41.3857,61.4636,81.4912,101.5002,1.0000,1.7897,6.3860,9.7548,9.9925,11.3367,18.9524,23.8816,24.3202,1000000.0000
42,2.2445,10.8694,21.2725,41.6140,61.7227,81.7574,101.7715,1.0000,2.8369,5.2500,9.7839,11.3408,12.3696,16.4737,18.6458,24.1845,1000000.0000
43,2.2154,10.8013,21.1320,41.3524,61.3985,81.4070,101.4099,1.0000,1.1429,4.3227,6.0886,8.4121,12.5974,14.2922,14.7083,22.1294,1000000.0000
44,2.2040,10.7740,21.1398,41.3994,61.4582,81.4705,101.4721,1.0000,3.5157,7.8074,8.2746,10.0197,13.8630,15.3344,17.0708,17.8892,1000000.0000
45,2.1203,10.4937,20.7862,41.0513,61.1410,81.1707,101.1803,1.0000,7.5451,12.5976,14.9066,15.9543,16.5798,17.3982,18.0125,20.6419,1000000.0000
46,2.2361,10.7911,21.1779,41.5346,61.6655,81.7163,101.7358,1.0000,2.6171,7.3087,7.3819,11.7239,16.5334,19.6843,20.2356,24.5303,1000000.0000
47,2.1848,10.6866,21.0350,41.3230,61.4103,81.4375,101.4459,1.0000,1.3173,1.3256,6.3534,9.1736,14.2425,19.4508,20.7227,22.4928,1000000.0000
48,2.1489,10.6111,20.9766,41.3318,61.4651,81.5164,101.5367,1.0000,6.0149,9.1999,14.4920,16.5630,18.2775,21.1072,24.1718,24.7702,1000000.0000
49,2.0000,10.7344,20.8804,40.9205,60.9248,80.9261,100.9267,1.0000,1.2180,2.0627,2.0697,5.7379,5.8671,6.5727,23.0377,23.7235,1000000.0000
50,2.2320,10.8006,21.1315,41.3407,61.3819,81.3905,101.3926,1.0000,2.7186,6.6583,7.3270,11.6499,11.8162,13.0149,13.3830,19.1065,1000000.0000
51,2.2495,10.7875,21.1591,41.4925,61.6083,81.6516,101.6689,1.0000,2.0583,7.8837,9.8785,11.5816,16.4395,20.0303,22.8343,24.8242,1000000.0000
52,2.2382,9.9998,21.0813,41.4042,61.4943,81.5162,101.5243,1.0000,2.5851,3.2165,10.7542,15.3564,17.0523,19.4816,20.3124,22.8518,1000000.0000
53,2.2347,10.6492,20.9401,41.2091,61.3118,81.3546,101.3731,1.0000,1.6108,9.6689,10.4782,11.2132,13.8807,17.3301,18.0963,23.4670,1000000.0000
54,2.1264,10.5225,20.8394,41.1512,61.2702,81.3144,101.3314,1.0000,7.2830,12.7469,13.4743,13.6372,18.8945,19.8084,22.4181,23.3828,1000000.0000
55,2.2307,10.7111,21.0033,41.2432,61.3074,81.3257,101.3313,1.0000,2.7633,3.4385,12.0474,12.1376,14.6138,16.5127,17.5388,22.3810,1000000.0000
56,2.1851,10.7091,21.0935,41.4599,61.5960,81.6469,101.6660,1.0000,1.3029,5.1889,11.2103,13.3566,19.1827,21.0672,21.6574,23.8116,1000000.0000
57,2.2416,10.6300,20.9138,41.1817,61.2771,81.3112,101.3235,1.0000,1.8897,10.4283,14.4876,15.1165,18.7373,20.5763,20.9981,22.8549,1000000.0000
58,2.2843,10.8905,21.1899,41.4298,61.5239,81.5618,101.5765,1.0000,2.2501,4.6923,6.4038,10.7701,18.6423,19.7569,23.8102,24.1085,1000000.0000
59,2.2604,10.8468,21.1545,41.3917,61.4680,81.4931,101.5016,1.0000,3.0085,3.6874,6.3460,14.3540,14.9588,16.5417,22.2824,24.2949,1000000.0000
60,1.9917,10.5065,20.7920,41.0468,61.1310,81.1597,101.1699,1.0000,7.6930,7.9614,8.6542,9.6684,16.9910,17.1427,19.5818,22.0822,1000000.0000
61,2.1300,10.5333,20.8415,41.1153,61.1912,81.2116,101.2103,1.0000,7.3546,10.5189,10.5362,11.2257,16.4412,22.4684,22.4993,22.5646,1000000.0000
62,2.1679,10.6516,20.9874,41.2716,61.3756,81.4144,101.4288,1.0000,4.6794,5.9292,12.5191,18.0027,18.2446,19.9231,20.3400,21.5678,1000000.0000
63,2.2393,10.7968,21.1240,41.3418,61.3893,81.4005,101.4019,1.0000,1.6657,6.2591,7.7026,10.3325,10.4552,10.8772,14.7776,16.5626,1000000.0000
64,2.1592,10.6343,20.9865,41.2958,61.4027,81.4449,101.4640,1.0000,5.6150,7.8289,10.3159,18.2751,21.9816,22.0024,24.2872,24.3541,1000000.0000
65,2.2894,10.7034,20.9617,41.1977,61.2955,81.3429,101.3675,1.0000,1.6446,2.0278,11.2418,12.1430,14.1555,15.2125,16.0349,24.0426,1000000.0000
66,2.2461,10.6861,20.9801,41.2112,61.2678,81.2816,101.2856,1.0000,1.7865,9.0798,9.5687,14.5050,15.9728,18.4615,19.4374,19.7178,1000000.0000
67,2.2683,10.8312,21.1778,41.3984,61.4452,81.4554,101.4579,1.0000,1.5725,1.8191,5.8930,9.9829,10.6947,15.8938,16.3854,18.8543,1000000.0000
68,2.1786,10.0000,21.0180,41.2719,61.3438,81.3655,101.3746,1.0000,4.9046,7.3511,8.1244,13.1513,13.3022,13.8058,17.7573,19.4681,1000000.0000
69,2.2181,10.8127,21.1926,41.5088,61.6250,81.6708,101.6874,1.0000,3.5002,4.8266,9.7776,10.9734,11.9105,16.1214,23.3479,24.9007,1000000.0000
70,2.2466,10.8655,21.2229,41.4672,61.5285,81.5458,101.5513,1.0000,3.2469,3.5553,6.2243,9.3557,11.4326,12.3040,18.0381,23.5286,1000000.0000
71,2.2479,10.8020,21.1710,41.4774,61.5731,81.6056,101.6165,1.0000,1.8434,6.9461,8.8663,10.7239,11.7042,15.4064,19.5707,21.7953,1000000.0000
72,2.2065,10.7104,21.0434,41.3424,61.4466,81.4841,101.4955,1.0000,1.0324,3.7268,4.8312,13.3500,14.3959,17.8264,22.4200,24.7746,1000000.0000
73,2.1350,10.5568,20.8925,41.2183,61.3383,81.3831,101.4000,1.0000,6.8276,10.7761,14.6355,14.6885,15.3396,17.9431,19.1417,22.6257,1000000.0000
74,2.1439,10.5954,20.9571,41.3066,61.4295,81.4757,101.4903,1.0000,6.2706,10.0499,11.0761,13.5712,14.1234,18.3206,21.2157,22.9534,1000000.0000
75,2.2735,10.8718,21.1719,41.4158,61.4966,81.5242,101.5339,1.0000,2.8409,3.6962,4.8222,10.9511,15.4315,16.3388,20.5799,21.9687,1000000.0000
76,2.2534,10.8073,21.1501,41.4311,61.5136,81.5359,101.5433,1.0000,1.7958,3.4877,9.4425,9.7862,10.2510,16.4529,16.5005,19.1642,1000000.0000
77,1.9999,10.8897,21.2189,41.4613,61.5111,81.5196,101.5214,1.0000,1.7172,4.2525,6.1782,11.6620,15.4282,16.8241,17.0642,17.6864,1000000.0000
78,2.2941,10.9480,21.2658,41.4631,61.5067,81.5175,101.5188,1.0000,2.7431,3.7978,5.3440,10.6867,11.4099,12.3877,13.2004,14.5133,1000000.0000
79,2.1772,9.9944,20.9930,41.2954,61.3955,81.4119,101.4160,1.0000,2.0995,8.8823,12.0543,19.6198,19.8027,23.1846,23.4864,23.5474,1000000.0000
80,2.1682,9.9997,21.0359,41.3573,61.4527,81.4778,101.4866,1.0000,5.1833,7.1652,12.6588,15.7071,18.3298,23.1177,23.1958,24.6613,1000000.0000
81,2.2144,10.7868,21.1672,41.5093,61.6268,81.6662,101.6797,1.0000,3.7998,5.6108,6.2534,11.5147,16.0918,18.4176,21.9879,24.4600,1000000.0000
82,2.2142,10.6832,21.0416,41.3796,61.5008,81.5453,101.5617,1.0000,1.4534,7.4518,10.4583,12.3917,14.4640,15.3915,18.2040,22.9404,1000000.0000
83,2.2304,10.6450,20.9019,41.1138,61.1714,81.1819,101.1841,1.0000,1.5688,8.6584,9.5099,9.9480,11.1646,19.5245,19.5285,19.5677,1000000.0000
84,2.1902,10.6951,20.9933,41.1789,61.2069,81.2114,101.2121,1.0000,1.1836,5.3533,8.1301,9.8035,11.3665,21.9254,22.4791,23.1829,1000000.0000
85,2.3056,10.9384,21.2042,41.3417,61.3801,81.3949,101.4042,1.0000,2.3978,3.7073,4.2251,6.6153,8.2811,8.8614,16.8080,21.8313,1000000.0000
86,2.2498,10.6518,20.9399,41.2076,61.2936,81.3196,101.3267,1.0000,2.0043,10.6890,10.8934,17.9867,18.2786,20.1089,21.1884,23.4905,1000000.0000
87,2.1429,10.5883,20.9363,41.2594,61.3732,81.4083,101.4225,1.0000,1.1299,7.2182,8.1024,10.2492,13.5279,15.6388,21.6573,23.1638,1000000.0000
88,2.2634,10.8932,21.2162,41.4130,61.4593,81.4714,101.4746,1.0000,1.1110,3.3947,5.2685,7.6031,10.6732,14.3949,22.4211,22.6207,1000000.0000
89,2.1919,10.7329,21.0961,41.3825,61.4654,81.4915,101.4997,1.0000,1.2500,5.4202,9.6294,12.4314,15.3112,18.6846,19.4239,19.6965,1000000.0000
90,2.2324,10.6689,20.9378,41.1674,61.2379,81.2614,101.2683,1.0000,2.7201,2.8789,12.5498,12.8193,16.2482,17.5633,19.5182,22.3312,1000000.0000
91,2.1357,10.5583,20.8919,41.1926,61.2787,81.2967,101.3008,1.0000,1.0438,6.9410,10.3411,10.5917,13.7297,20.4945,20.5389,23.0197,1000000.0000
92,2.1767,10.6794,21.0118,41.2414,61.2957,81.3091,101.3099,1.0000,5.2880,5.2995,7.4783,8.6573,11.7325,13.3810,13.7848,23.6923,1000000.0000
93,1.9609,10.7804,21.1425,41.4653,61.5712,81.6060,101.6170,1.0000,1.0406,1.0805,2.6636,7.0353,12.8543,17.4418,21.4445,22.0167,1000000.0000
94,2.2477,10.8409,21.1807,41.4217,61.4714,81.4784,101.4786,1.0000,2.6155,2.7729,5.4327,11.0259,11.1333,14.1949,15.6328,19.1943,1000000.0000
95,2.1675,10.6742,21.0546,41.3882,61.4903,81.5230,101.5329,1.0000,5.4262,8.1851,10.7394,11.6422,14.5217,16.5471,19.0077,21.4157,1000000.0000
96,2.1191,10.5024,20.8198,41.1334,61.2374,81.2993,101.3173,1.0000,7.9377,8.6111,8.6680,13.4482,14.4757,19.5720,23.7785,24.3029,1000000.0000
97,2.1910,10.7473,21.1447,41.4851,61.5934,81.6278,101.6381,1.0000,4.5697,8.0886,9.1620,10.1311,11.6704,14.0020,17.1911,20.9400,1000000.0000
98,2.2473,10.7598,21.1168,41.4657,61.5821,81.6223,101.6364,1.0000,2.2224,6.4857,13.2226,15.7571,16.5269,20.7190,23.0734,23.9654,1000000.0000
99,2.2367,10.8377,21.2160,41.5300,61.6260,81.6555,101.6648,1.0000,2.9255,5.5520,10.9092,13.3327,13.7402,17.7266,21.1375,22.0308,1000000.0000
100,2.2849,10.8801,21.1848,41.4434,61.5323,81.5620,101.5729,1.0000,1.6148,3.9910,5.5902,5.7715,11.9197,17.4339,22.9582,23.1645,1000000.0000
