trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
13,2.2810,10.8894,21.1961,41.4526,61.5454,81.5795,101.5922,1.0000,2.9191,3.6582,5.3105,10.8395,15.8112,17.8350,32.8509,34.0864,1000000.0000
14,2.2193,10.4975,20.7321,41.0087,61.1446,81.2122,101.2459,1.0000,1.4813,15.3260,16.5136,22.4820,25.2323,27.4216,30.0068,30.7861,1000000.0000
15,2.2255,10.7126,21.0766,41.4083,61.5207,81.5593,101.5715,1.0000,1.5231,6.6472,11.8910,17.3109,18.7291,19.1897,20.0297,27.0267,1000000.0000
16,2.2494,10.8479,21.2502,41.6366,61.8034,81.8809,101.9186,1.0000,2.1002,6.2357,8.6202,14.3480,18.4986,20.3677,26.5531,30.4549,1000000.0000
17,2.1134,10.4803,20.7912,41.1227,61.2616,81.3178,101.3303,1.0000,8.6643,9.8158,11.8654,12.8923,13.0585,13.6382,16.3147,24.4208,1000000.0000
18,2.1992,10.7235,21.0685,41.3457,61.4236,81.4455,101.4522,1.0000,3.6407,4.6115,11.4566,12.3993,13.2985,16.6797,17.2310,27.0223,1000000.0000
19,2.1867,10.7320,21.1142,41.5056,61.6768,81.7543,101.7899,1.0000,4.1760,6.1769,14.7011,16.0814,19.2433,25.2568,28.8784,31.9501,1000000.0000
20,2.2389,10.7866,21.1768,41.5348,61.6662,81.7182,101.7411,1.0000,1.6518,6.9232,8.6353,13.1066,14.8376,17.5997,25.1493,29.3678,1000000.0000
21,2.3035,10.9099,21.2295,41.5677,61.7418,81.8328,101.8804,1.0000,1.9203,4.2708,5.4876,14.5022,21.1503,26.4694,30.8887,32.8705,1000000.0000
22,2.2014,10.7515,21.1343,41.4772,61.6092,81.6662,101.6952,1.0000,3.5772,7.8950,11.9851,13.5872,21.7645,29.2704,30.8245,31.0047,1000000.0000
23,2.0883,10.3894,20.6707,41.0128,61.1841,81.2702,101.3139,1.0000,10.8668,16.1165,17.2768,19.6366,27.5552,30.2290,31.4927,34.4820,1000000.0000
24,2.2495,10.7853,21.1749,41.5218,61.6467,81.6938,101.7103,1.0000,1.9160,6.9928,10.7251,12.4317,17.6161,25.0335,26.1276,29.0673,1000000.0000
25,2.1294,10.5426,20.8875,41.2395,61.4155,81.5215,101.5727,1.0000,7.1316,9.5750,13.3221,26.7047,30.6206,31.9451,33.5818,34.3499,1000000.0000
26,2.2259,10.8543,21.2795,41.6360,61.7545,81.7970,101.8123,1.0000,2.9108,6.7066,9.2799,13.5523,15.4398,18.2923,21.2405,31.1815,1000000.0000
27,2.2824,10.8977,21.2188,41.5002,61.6152,81.6637,101.6820,1.0000,1.9497,4.7828,5.1548,6.5026,16.0777,20.4507,22.5151,24.7547,1000000.0000
28,2.1547,10.5920,20.9354,41.3170,61.4968,81.5829,101.6265,1.0000,5.2262,12.6387,12.8591,12.9799,14.1366,23.8136,29.3008,34.5598,1000000.0000
29,2.1300,10.5508,20.9017,41.2889,61.4697,81.5573,101.5972,1.0000,7.0284,10.5274,12.5989,22.2150,24.5317,25.4386,28.1428,31.1774,1000000.0000
30,2.2465,10.7685,21.1049,41.3933,61.4943,81.5321,101.5466,1.0000,2.2697,8.7610,10.0739,12.4457,12.6127,17.8543,29.8560,31.2844,1000000.0000
31,2.0993,10.4291,20.7277,41.0907,61.2756,81.3721,101.4214,1.0000,8.9416,9.7093,10.8182,22.9463,24.7205,26.6478,29.9127,33.7182,1000000.0000
32,2.2424,10.6523,20.8932,41.0928,61.1515,81.1690,101.1743,1.0000,2.4227,2.4818,2.6895,12.6412,16.0529,16.8814,20.0086,20.8811,1000000.0000
33,2.1276,10.0000,20.8892,41.2410,61.3806,81.4356,101.4605,1.0000,7.2159,11.0115,13.8796,18.9288,20.3031,20.9670,22.6368,26.0438,1000000.0000
34,2.1993,10.7776,21.1804,41.5071,61.5990,81.6234,101.6286,1.0000,3.9230,7.8976,9.4688,10.5232,13.5714,15.3778,20.5888,32.7347,1000000.0000
35,2.0000,10.5681,20.8709,41.2226,61.3889,81.4663,101.5029,1.0000,1.4542,11.2569,13.5052,14.6752,17.1110,19.1842,25.9393,33.3464,1000000.0000
36,2.1958,10.7492,21.1172,41.3851,61.4414,81.4481,101.4491,1.0000,4.7293,6.4782,8.2093,10.0281,11.0853,13.1451,16.7793,16.9844,1000000.0000
37,2.2398,10.8283,21.1869,41.5259,61.6791,81.7546,101.7837,1.0000,3.6971,4.6084,7.4105,11.0409,20.4801,21.6050,24.7181,30.0889,1000000.0000
38,2.2377,10.0000,21.0382,41.2875,61.3897,81.4292,101.4444,1.0000,1.3975,1.4626,5.3275,6.2320,6.3330,18.0020,23.6913,31.5182,1000000.0000
39,2.2185,10.6549,20.9988,41.3476,61.4900,81.5507,101.5745,1.0000,1.4766,8.6377,10.8015,11.7077,15.9951,18.4298,20.1228,25.8363,1000000.0000
40,2.0000,10.0000,20.4991,40.7425,60.8610,80.9173,100.9445,1.0000,14.8654,15.5664,15.7478,15.9002,16.6935,20.5833,22.8684,28.7600,1000000.0000
41,2.1050,10.0000,20.7769,41.1430,61.3179,81.3911,101.4261,1.0000,9.3148,12.6600,15.7272,21.4466,22.3518,30.4621,31.2132,31.9697,1000000.0000
42,2.1244,10.5266,20.8653,41.2230,61.3693,81.4276,101.4512,1.0000,7.5088,12.1085,13.5992,13.7014,18.4310,19.7902,24.2498,26.6206,1000000.0000
43,2.1248,10.5363,20.9011,41.3263,61.5327,81.6306,101.6750,1.0000,7.4073,12.7508,14.3735,18.5905,20.2083,21.9817,26.7641,33.7331,1000000.0000
44,2.0501,10.2281,20.3982,40.6193,60.7428,80.8114,100.8495,1.0000,18.9018,26.8234,27.4319,30.7456,31.7965,31.9569,33.3248,34.9768,1000000.0000
45,2.1334,10.5483,20.8801,41.2143,61.3498,81.4071,101.4306,1.0000,7.0599,7.8847,14.2933,16.2179,16.5710,23.1638,24.2710,26.5386,1000000.0000
46,2.1635,9.9986,20.9573,41.2122,61.3120,81.3593,101.3815,1.0000,5.5933,7.3234,10.9345,11.1352,21.2855,21.7586,27.5366,27.7496,1000000.0000
47,2.1967,10.7456,21.1216,41.4483,61.5491,81.5769,101.5859,1.0000,4.5174,5.1814,9.0537,13.1767,17.9632,19.6153,25.5636,27.0285,1000000.0000
48,2.3479,10.9138,21.2486,41.5824,61.7205,81.7801,101.8084,1.0000,1.7391,2.2228,3.3994,6.0450,13.4604,17.1153,23.6141,27.1236,1000000.0000
49,2.1698,10.6689,21.0473,41.4224,61.5639,81.6219,101.6473,1.0000,1.1446,1.1649,5.9498,8.1684,14.4849,21.2883,25.8439,32.7951,1000000.0000
50,2.2169,10.8185,21.2412,41.6553,61.8364,81.9209,101.9600,1.0000,3.9274,6.8019,10.3567,14.7016,18.8409,22.3314,26.9352,33.9787,1000000.0000
51,2.1579,10.0000,20.9357,41.2290,61.3599,81.4309,101.4645,1.0000,5.5139,9.2370,17.8498,29.8425,30.9603,32.7188,32.8215,32.9739,1000000.0000
52,2.1749,9.9960,20.9093,41.2175,61.3458,81.3996,101.4218,1.0000,4.4252,4.9369,14.9047,15.1597,21.5774,21.9552,24.0623,25.4477,1000000.0000
53,2.0656,10.0000,20.5198,40.8070,60.9648,81.0533,101.1017,1.0000,15.7433,17.4283,18.0863,19.3369,20.4656,21.5724,32.9243,34.8155,1000000.0000
54,2.2449,10.7553,21.0860,41.3741,61.4769,81.5166,101.5299,1.0000,2.3343,9.2223,9.5146,10.0211,10.9619,13.8505,20.6108,31.0078,1000000.0000
55,2.0000,10.8279,21.1371,41.4349,61.5756,81.6532,101.6977,1.0000,2.9165,4.7162,11.8908,13.4114,23.7331,23.9462,34.2182,34.9561,1000000.0000
56,2.2400,10.8856,21.2977,41.6260,61.7397,81.7881,101.8125,1.0000,2.6270,6.2056,8.4198,11.4851,13.4220,17.6212,26.5675,32.1071,1000000.0000
57,2.1886,10.7096,21.0748,41.4222,61.5616,81.6145,101.6329,1.0000,3.9807,7.9396,16.4164,17.4831,21.6095,21.6173,23.0464,26.7079,1000000.0000
58,2.0903,10.3902,20.6574,40.9656,61.0993,81.1588,101.1878,1.0000,10.7876,12.0812,13.9527,14.0900,15.4656,27.8113,28.8803,34.0023,1000000.0000
59,2.1408,10.5702,20.9059,41.2375,61.3719,81.4297,101.4555,1.0000,6.3340,11.9602,12.4102,13.2519,21.3147,22.9845,23.9271,33.4361,1000000.0000
60,2.1686,10.4743,20.7427,41.0496,61.1880,81.2500,101.2758,1.0000,1.2734,12.2191,14.2393,17.4048,25.1117,25.1459,26.4721,31.7991,1000000.0000
61,2.3403,10.8213,21.1093,41.3799,61.4732,81.5067,101.5155,1.0000,1.5933,2.1729,2.2904,4.2583,13.9412,18.7508,20.9092,28.3387,1000000.0000
62,2.0000,10.6043,20.8766,41.1815,61.3259,81.3971,101.4331,1.0000,1.8194,13.6830,14.0034,14.8396,15.5451,25.2237,34.0987,34.9424,1000000.0000
63,1.9998,10.2565,20.4482,40.6785,60.7954,80.8574,100.8884,1.0000,16.6683,17.3485,19.1035,19.1138,23.3344,28.5665,30.6158,30.8456,1000000.0000
64,2.0929,10.3993,20.6689,40.9766,61.1199,81.1883,101.2209,1.0000,10.5363,11.4240,21.0143,22.9727,26.6061,27.8654,28.7649,29.7342,1000000.0000
65,2.2765,10.7031,20.9817,41.2427,61.3366,81.3715,101.3844,1.0000,1.8444,2.2370,11.6352,13.6487,14.4391,16.6257,33.1291,34.7283,1000000.0000
66,2.1080,10.0000,20.7604,41.1130,61.2828,81.3652,101.4040,1.0000,8.1204,9.2478,19.7765,22.6613,24.0666,27.2818,32.6556,34.7469,1000000.0000
67,2.1529,10.6201,20.9880,41.3545,61.5150,81.5874,101.6202,1.0000,5.3101,6.4675,7.0118,15.2005,17.3941,24.5908,29.1781,31.7503,1000000.0000
68,2.1756,10.6916,21.0664,41.3980,61.5149,81.5580,101.5743,1.0000,4.9354,6.5554,11.7616,14.5638,14.6743,16.5547,21.0979,28.1927,1000000.0000
69,2.2059,10.7038,21.0669,41.4421,61.5961,81.6600,101.6866,1.0000,3.4473,10.2011,16.6987,18.0423,21.1754,24.2334,24.5809,27.6299,1000000.0000
70,2.2354,10.7656,21.1035,41.3742,61.4537,81.4743,101.4800,1.0000,2.6378,2.8583,8.8801,11.3636,13.9801,15.7252,16.5080,20.4749,1000000.0000
71,2.2789,10.7753,21.0342,41.3186,61.4588,81.5283,101.5629,1.0000,2.6243,4.0802,17.9478,22.8490,23.3853,27.6919,30.3225,33.9967,1000000.0000
72,2.1557,10.6271,20.9820,41.3280,61.4686,81.5269,101.5522,1.0000,5.7521,8.4448,10.1636,18.4751,25.2409,25.3381,26.0101,31.0790,1000000.0000
73,2.0000,10.7957,21.1597,41.4876,61.6271,81.6967,101.7355,1.0000,2.6939,3.1979,8.2417,10.4024,10.9989,19.6711,22.5605,31.4238,1000000.0000
74,2.1034,10.4520,20.7704,41.1543,61.3479,81.4485,101.5002,1.0000,9.2271,13.6380,15.0757,15.3622,22.7609,26.7796,33.2770,34.5191,1000000.0000
75,2.2267,10.7006,21.0004,41.2665,61.3552,81.3838,101.3956,1.0000,2.8777,3.5089,13.0417,14.6791,18.7393,20.2312,22.2239,23.1047,1000000.0000
76,2.0867,10.3762,20.6364,40.9409,61.0869,81.1583,101.1899,1.0000,11.5319,11.8780,12.4781,14.4377,20.2393,21.7139,25.5754,29.5569,1000000.0000
77,2.2497,10.6953,20.9839,41.2321,61.3098,81.3335,101.3412,1.0000,1.9356,9.2982,11.2856,11.9515,13.7774,13.9131,15.7667,29.4566,1000000.0000
78,2.1441,10.5890,20.9397,41.2734,61.3966,81.4450,101.4622,1.0000,5.7302,11.6003,12.6072,13.3327,14.2596,14.3303,23.1144,30.9950,1000000.0000
79,2.0815,10.3565,20.6085,40.9126,61.0649,81.1413,101.1784,1.0000,12.3481,14.9254,20.9433,23.3673,26.1778,28.4080,30.5845,30.6560,1000000.0000
80,2.0862,10.3715,20.6239,40.9082,61.0366,81.0933,101.1213,1.0000,11.6181,14.3933,18.7220,23.3781,26.0610,26.5241,26.8239,27.5043,1000000.0000
81,2.1852,10.6971,20.9886,41.1616,61.1922,81.1962,101.1988,1.0000,5.1134,6.5101,6.6233,7.4954,8.8829,12.6093,27.3564,29.6957,1000000.0000
82,2.1826,10.5885,20.9306,41.3098,61.4868,81.5736,101.6176,1.0000,1.3165,8.5945,15.8923,18.5558,19.5879,25.6656,28.1254,31.9236,1000000.0000
83,2.1187,10.5069,20.8441,41.2198,61.3875,81.4663,101.5030,1.0000,7.8168,12.9435,14.9929,17.1381,26.0659,29.3429,32.8616,34.5080,1000000.0000
84,2.2285,10.7462,21.1005,41.4326,61.5568,81.6047,101.6214,1.0000,1.4341,1.5180,3.8732,12.6295,16.3010,19.8345,21.5510,24.2161,1000000.0000
85,2.2493,10.6709,20.9846,41.3406,61.5138,81.6002,101.6438,1.0000,1.9005,4.9489,19.1251,19.4372,20.1019,26.5751,30.6755,33.7044,1000000.0000
86,2.1332,10.5693,20.9470,41.3684,61.5546,81.6361,101.6654,1.0000,6.8385,11.5258,13.9917,16.9877,19.1849,22.2102,25.0636,34.2971,1000000.0000
87,2.2343,9.9575,21.1869,41.4974,61.5981,81.6311,101.6421,1.0000,1.4530,4.9019,6.8711,13.9968,16.0742,16.4874,18.6165,21.6701,1000000.0000
88,2.2118,10.0000,21.1160,41.5241,61.7011,81.7787,101.8130,1.0000,3.2835,8.5899,14.7837,20.2663,23.7176,25.5953,27.3638,29.5965,1000000.0000
89,2.0881,10.3901,20.6682,41.0065,61.1768,81.2619,101.3048,1.0000,11.2088,11.6495,15.4017,17.5028,20.2651,22.2601,23.7628,30.7078,1000000.0000
90,2.1752,10.6879,21.0520,41.3842,61.5185,81.5761,101.6030,1.0000,5.1794,8.1618,12.1631,13.5228,20.6676,27.9005,28.1972,29.7990,1000000.0000
91,2.2194,10.7748,21.1418,41.4938,61.6355,81.6936,101.7187,1.0000,1.3645,5.1912,6.9022,14.1773,16.2644,23.2821,23.8456,32.3928,1000000.0000
92,2.1198,10.5103,20.8461,41.1812,61.3071,81.3481,101.3566,1.0000,8.0654,8.1178,10.5638,13.2047,18.7074,25.3710,26.2934,28.3161,1000000.0000
93,2.1289,10.5407,20.8839,41.2452,61.3961,81.4621,101.4903,1.0000,7.5772,8.9182,13.7777,15.4755,19.4789,19.6365,22.4544,27.1966,1000000.0000
94,2.1680,10.6664,21.0318,41.3593,61.4718,81.5132,101.5278,1.0000,5.3328,9.3678,9.7892,10.3183,14.8183,16.2296,18.9352,27.9468,1000000.0000
95,2.2188,10.6851,21.0249,41.3939,61.5458,81.6060,101.6307,1.0000,3.0922,7.4399,18.7685,19.3919,21.9742,22.8785,28.2559,29.6260,1000000.0000
96,2.1979,10.7382,21.1158,41.4952,61.6763,81.7703,101.8210,1.0000,4.1816,7.6898,13.1244,18.5532,27.0326,29.7138,32.2103,32.9969,1000000.0000
97,2.1871,10.6607,21.0159,41.4135,61.6079,81.7079,101.7615,1.0000,4.0140,10.9434,11.0005,11.2686,18.6038,26.6169,32.8894,33.4874,1000000.0000
98,2.0000,10.5828,20.9598,41.3665,61.5433,81.6215,101.6586,1.0000,6.6812,10.4963,14.3203,17.4242,18.1745,20.6230,24.1296,28.7506,1000000.0000
99,2.0746,10.3317,20.5773,40.8935,61.0631,81.1426,101.1850,1.0000,13.7922,16.9263,17.3498,17.8843,17.9417,20.1639,30.3457,34.5984,1000000.0000
100,2.2690,10.8034,21.0916,41.4031,61.5507,81.6231,101.6595,1.0000,2.6856,3.9150,8.2121,8.2375,16.7175,18.2416,30.0656,34.2107,1000000.0000
