trial,rev_100,rev_125,rev_150,rev_175,rev_200,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
20,201.6810,251.7414,301.7576,351.7786,401.7828,1.0000,18.5401,35.6323,52.9094,54.6082,55.6474,74.1010,77.4892,95.0518,1000000.0000
21,201.4643,251.5365,301.5710,351.5600,401.5618,1.0000,20.4046,49.8219,50.9486,62.4622,63.7414,77.1831,80.8338,94.9754,1000000.0000
22,201.6479,251.7058,301.7452,351.7739,401.7957,1.0000,14.6911,15.8824,31.2325,45.6297,46.2323,83.7074,86.0940,115.6612,1000000.0000
23,201.4840,251.5088,301.5207,351.5265,401.5293,1.0000,1.3258,18.8121,25.3096,50.8182,54.6033,104.4619,109.6788,110.9467,1000000.0000
24,201.3997,251.4718,301.4911,351.5377,401.5518,1.0000,29.7432,37.4742,61.9004,69.1669,73.0809,77.7842,95.2069,103.8508,1000000.0000
25,201.7086,251.7912,301.8416,351.8673,401.8426,1.0000,14.9067,22.0573,23.1774,59.1408,79.6134,100.3379,104.3645,112.3139,1000000.0000
26,201.9371,252.0035,302.0473,352.1021,402.0839,1.0000,11.8720,34.5105,43.6775,48.4579,53.1250,75.6286,87.5061,107.1542,1000000.0000
27,201.7607,251.8300,301.8717,351.8972,401.8731,1.0000,11.5839,36.1921,40.4132,61.2996,98.2556,109.1303,113.7590,117.3108,1000000.0000
28,201.9554,252.0197,302.0317,352.0739,402.0853,1.0000,6.0703,28.5469,40.0673,46.8470,53.9493,55.3696,61.2714,79.8709,1000000.0000
29,201.7541,251.8226,301.8555,351.8995,401.9115,1.0000,17.6155,20.6732,25.8450,49.9373,69.3592,82.5964,95.4646,114.3179,1000000.0000
30,201.8464,251.9204,301.9641,351.9908,401.9868,1.0000,13.0077,23.2511,54.4504,57.1243,70.1083,76.7973,92.5929,110.9363,1000000.0000
31,202.0572,252.1002,302.1190,352.1308,402.1384,1.0000,2.7832,8.0205,23.2050,36.9913,41.6111,84.8756,94.3698,98.9555,1000000.0000
32,202.3387,252.3962,302.4039,352.4426,402.4517,1.0000,5.3111,11.9320,25.2587,33.4203,47.8353,59.6648,74.4281,110.7336,1000000.0000
33,202.1158,252.1812,302.1915,352.2004,402.2404,1.0000,6.4201,13.1565,16.4345,18.7608,48.3997,82.5008,95.1873,99.2067,1000000.0000
34,202.0632,252.1556,302.2140,352.2366,402.2767,1.0000,7.5512,8.2020,29.3474,45.2647,54.5097,81.4828,99.8293,110.8214,1000000.0000
35,201.5329,251.5527,301.5386,351.5493,401.5263,1.0000,16.3152,23.4737,34.7063,35.0392,43.4821,50.3430,104.5794,105.2902,1000000.0000
36,202.1311,252.2002,302.2406,352.2640,402.2781,1.0000,5.9009,15.9146,20.6735,24.4674,66.8789,72.0628,86.1700,115.1301,1000000.0000
37,201.7140,251.7473,301.7629,351.7399,401.7539,1.0000,3.5405,33.1270,35.6777,40.3840,66.3426,72.0560,77.1942,82.1174,1000000.0000
38,201.5728,251.6319,301.6636,351.6802,401.6890,1.0000,19.6054,31.4187,64.6203,72.2791,80.1097,86.2125,89.7227,95.6194,1000000.0000
39,201.7610,251.8253,301.8538,351.8671,401.8734,1.0000,15.0309,17.4732,27.0341,53.5899,65.5751,78.4888,95.6907,98.5287,1000000.0000
40,201.9890,252.1061,302.1783,352.2281,402.2432,1.0000,5.3267,37.0674,44.8356,55.9588,65.8921,76.4825,87.4671,112.9418,1000000.0000
41,201.9270,251.9431,301.9490,351.9514,401.9523,1.0000,6.1255,14.1252,14.5692,28.0943,39.9987,49.9628,104.7785,116.4739,1000000.0000
42,201.6161,251.6789,301.6914,351.7027,401.7435,1.0000,20.5118,22.3316,38.5787,61.6668,71.8052,74.3708,76.8813,101.8209,1000000.0000
43,202.4079,252.5568,302.6566,352.7230,402.7637,1.0000,2.6331,7.3263,20.4229,56.9821,89.3596,103.7303,107.0498,119.2869,1000000.0000
44,201.6288,251.6655,301.7057,351.7186,401.7254,1.0000,16.7434,21.3364,24.7253,48.6988,60.1363,75.7488,113.3006,115.1648,1000000.0000
45,201.6229,251.6670,301.7244,351.7550,401.7776,1.0000,3.5219,29.0909,36.0030,41.1521,95.6055,96.7981,109.8937,116.5881,1000000.0000
46,202.0161,252.1101,302.1696,352.2082,402.2334,1.0000,3.1438,7.1012,13.6760,95.8583,97.6044,100.4951,104.7279,116.6489,1000000.0000
47,201.2483,251.3229,301.3657,351.4188,401.3981,1.0000,36.5578,41.8366,44.4401,58.5804,76.3015,78.7790,105.7140,109.3283,1000000.0000
48,201.7600,251.7975,301.8161,351.8255,401.8303,1.0000,14.0649,15.8275,18.1346,30.3094,33.1915,48.6206,67.7581,90.0294,1000000.0000
49,201.6824,251.7606,301.8076,351.8057,401.8535,1.0000,13.4452,49.1998,56.7066,58.7360,73.7451,90.9888,101.3521,110.1722,1000000.0000
50,201.4251,251.4745,301.5027,351.5193,401.5293,1.0000,11.5421,59.8839,60.3535,60.9778,70.5118,81.3142,89.4831,112.1580,1000000.0000
51,201.7347,251.8107,301.8542,351.8799,401.8552,1.0000,17.2689,40.0332,49.1830,53.1501,71.9948,97.0156,106.1828,113.4842,1000000.0000
52,202.1384,252.2660,302.3507,352.4126,402.4581,1.0000,5.4322,10.0435,36.4318,38.6065,72.7354,73.3111,99.4206,113.7758,1000000.0000
53,201.8859,251.9718,302.0019,352.0566,402.0768,1.0000,4.7715,33.9387,51.4731,82.3745,83.4467,103.0260,114.5264,116.1233,1000000.0000
54,201.6399,251.6814,301.7141,351.7217,401.7250,1.0000,21.1612,35.4432,40.9852,49.0012,55.4881,72.6594,107.3091,112.7293,1000000.0000
55,201.6255,251.6988,301.7190,351.7358,401.7809,1.0000,18.3125,45.1058,50.8023,57.7043,62.8532,79.4751,101.2022,104.7514,1000000.0000
56,201.8824,251.9473,301.9902,352.0099,402.0212,1.0000,14.1398,21.3469,36.8355,41.0869,60.0462,66.2687,87.0999,105.8285,1000000.0000
57,201.8083,251.8626,301.8832,351.8930,401.8579,1.0000,5.7613,28.5596,54.6518,63.1533,64.8459,67.1417,102.7052,103.0046,1000000.0000
58,201.7885,251.8181,301.8288,351.8335,401.8359,1.0000,6.8579,13.1380,18.1687,28.7639,28.8517,43.4890,81.0213,88.9255,1000000.0000
59,201.3660,251.4110,301.4604,351.4796,401.4905,1.0000,25.5332,51.7304,57.9166,63.2718,69.0560,74.8056,76.4790,95.2797,1000000.0000
60,201.5414,251.6033,301.6653,351.6937,401.7111,1.0000,24.5976,30.4490,54.1896,65.5580,66.4966,70.4128,94.5274,112.1060,1000000.0000
61,201.6983,251.6936,301.7126,351.7138,401.6744,1.0000,2.8317,7.7970,40.3271,42.5681,44.1878,54.0097,56.0447,106.4907,1000000.0000
62,201.5168,251.5880,301.6276,351.6153,401.6161,1.0000,19.1779,52.9753,70.5564,89.2604,89.3801,92.1373,93.9551,107.0553,1000000.0000
63,201.1867,251.2662,301.3162,351.3478,401.3678,1.0000,39.2020,47.1918,79.8234,85.3639,104.1920,110.4681,113.6101,116.2710,1000000.0000
64,202.2942,252.3414,302.3404,352.3728,402.3376,1.0000,2.3895,7.4963,26.0057,37.6220,55.0380,60.2372,69.3538,86.1639,1000000.0000
65,201.7661,251.8604,301.9169,351.9512,401.9723,1.0000,18.8941,40.6362,59.3773,67.9231,87.5098,97.8034,113.8944,117.7105,1000000.0000
66,201.7855,251.8778,301.9356,351.9721,401.9953,1.0000,12.5897,13.8075,35.5388,37.9706,84.7542,101.2092,116.5007,118.5368,1000000.0000
67,201.7366,251.8064,301.8511,351.8802,401.8597,1.0000,8.0473,35.1981,37.4174,73.9122,75.3120,78.8814,98.3509,99.7671,1000000.0000
68,201.7456,251.8146,301.8490,351.8676,401.8777,1.0000,8.0665,10.1698,44.0466,63.5966,75.0126,77.3694,79.6726,84.4438,1000000.0000
69,202.0324,252.0851,302.1133,352.1283,402.1351,1.0000,7.4782,15.5560,19.6929,56.3748,60.6578,68.8599,86.5754,94.4733,1000000.0000
70,202.1921,252.2591,302.2955,352.2851,402.3268,1.0000,5.9626,11.5340,24.6294,46.7986,60.2867,63.4678,64.6936,117.6476,1000000.0000
71,201.3002,251.3667,301.4003,351.4202,401.4321,1.0000,12.8651,79.3194,79.3630,82.2104,86.0687,100.8939,111.2702,114.6032,1000000.0000
72,201.4123,251.4608,301.4873,351.5018,401.5098,1.0000,2.1093,40.6685,74.9301,82.5777,89.4763,94.9566,99.7659,101.5208,1000000.0000
73,201.5285,251.5835,301.6077,351.6598,401.6830,1.0000,15.6978,24.4976,28.7353,42.8619,43.3662,92.9910,96.0483,118.8897,1000000.0000
74,201.6193,251.7072,301.7624,351.7973,401.8196,1.0000,15.5890,54.5349,71.4831,83.4325,84.0178,94.5187,111.1083,118.7774,1000000.0000
75,201.8088,251.8613,301.8862,351.8958,401.8963,1.0000,13.8273,30.5247,37.6877,57.1834,65.4421,70.7032,76.2985,118.2268,1000000.0000
76,201.9779,252.0442,302.0886,352.1194,402.1014,1.0000,6.4725,14.1122,30.6128,31.0665,37.5577,76.3103,87.2319,103.2403,1000000.0000
77,201.6276,251.7176,301.7627,351.7543,401.7934,1.0000,20.8347,44.4107,50.8821,57.4255,67.8829,70.2559,83.3584,104.5400,1000000.0000
78,201.0002,251.0813,301.1263,351.1549,401.1729,1.0000,47.1289,47.5803,66.1526,80.0593,82.2167,86.4110,91.8554,110.7856,1000000.0000
79,201.8491,251.8928,301.9315,351.9634,401.9763,1.0000,15.1877,22.9345,29.6901,45.3271,59.3007,64.4379,91.6290,111.3525,1000000.0000
80,201.5415,251.5660,301.5787,351.5856,401.5891,1.0000,10.6502,25.3036,26.1382,31.3542,31.7158,62.7150,103.0661,106.8320,1000000.0000
81,201.3809,251.4334,301.4488,351.4558,401.4556,1.0000,25.1933,47.2072,72.5577,106.4157,106.6914,106.7923,114.9033,115.2179,1000000.0000
82,201.8357,251.8967,301.9389,351.9685,401.9886,1.0000,9.8978,16.5826,22.3427,35.4243,35.6452,57.7815,80.7412,83.9993,1000000.0000
83,201.6204,251.6931,301.7486,351.7605,401.8103,1.0000,13.5453,13.8550,56.4126,65.2985,73.5352,98.9741,104.7471,119.4762,1000000.0000
84,201.7679,251.8605,301.9140,351.9467,401.9276,1.0000,3.6568,38.5741,55.3626,80.3223,104.5303,104.7606,104.8085,117.1921,1000000.0000
85,201.7626,251.8070,301.8318,351.8159,401.8553,1.0000,13.1534,19.2716,19.5050,34.3756,44.0209,65.0385,89.0020,92.8405,1000000.0000
86,201.6647,251.7316,301.7696,351.7913,401.8039,1.0000,15.7406,26.5988,74.6998,74.8276,81.9580,85.2003,92.6231,117.4147,1000000.0000
87,201.2163,251.2617,301.2788,351.2872,401.2913,1.0000,32.8568,34.3228,35.3011,42.6600,45.0371,65.8685,104.3237,108.0979,1000000.0000
88,202.0831,252.1989,302.2728,352.3158,402.3374,1.0000,5.0362,6.7143,33.1702,65.6206,67.7199,95.7218,98.1552,109.6200,1000000.0000
89,201.7791,251.8183,301.8515,351.8781,401.8864,1.0000,15.9970,16.1954,29.9566,43.8784,51.1717,69.5195,76.3123,96.1689,1000000.0000
90,201.2128,251.2358,301.2455,351.2496,401.2513,1.0000,25.6945,26.8377,46.6859,50.7089,51.9009,53.9672,58.8147,119.8934,1000000.0000
91,201.5291,251.5356,301.5335,351.5274,401.5189,1.0000,13.1923,17.0265,19.8605,29.0779,32.0589,50.6001,77.7871,78.3355,1000000.0000
92,201.7604,251.8464,301.8979,351.8978,401.9467,1.0000,19.5581,35.8786,49.8876,53.2245,74.4103,91.3116,95.7971,114.4362,1000000.0000
93,201.5197,251.5687,301.5957,351.6105,401.6196,1.0000,6.6834,53.5120,59.0659,65.2379,76.0681,92.4760,98.9854,100.3809,1000000.0000
94,201.6655,251.7393,301.7729,351.7923,401.8033,1.0000,16.3894,20.1235,27.3442,53.4333,61.6280,96.2985,97.0467,103.8892,1000000.0000
95,202.0337,252.1092,302.1548,352.1856,402.2068,1.0000,8.1532,14.4469,26.5742,39.5254,40.3690,60.3106,86.5335,118.7498,1000000.0000
96,201.5090,251.5682,301.6001,351.6176,401.6273,1.0000,24.5800,28.8408,29.6793,48.8234,67.2073,67.9279,84.1291,118.9366,1000000.0000
97,201.5558,251.6209,301.6392,351.6872,401.7039,1.0000,2.2631,40.8059,42.1867,75.9639,86.8548,94.1952,105.0934,112.4730,1000000.0000
98,201.7109,251.7629,301.8023,351.8336,401.8053,1.0000,13.4114,14.1061,24.6422,74.4056,84.5729,99.8498,106.5401,116.4223,1000000.0000
99,201.5888,251.6762,301.7280,351.7281,401.7768,1.0000,25.6259,37.2999,53.9925,67.2574,87.5418,89.7302,99.1500,113.1273,1000000.0000
100,201.8633,251.9657,302.0093,352.0746,402.0629,1.0000,11.3061,40.8475,59.6646,74.9116,81.6763,97.9742,102.6657,112.6103,1000000.0000
