trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
34,2.4267,10.9015,20.9469,40.9487,60.9481,80.9474,100.9467,1.0000,1.4476,2.1380,2.4126,2.6035,3.1541,3.3761,4.0384,4.8125,1000000.0000
35,2.0000,10.8752,20.9399,40.9429,60.9421,80.9413,100.9380,1.0000,1.5831,2.2123,3.3907,3.6157,3.6699,4.3801,4.8451,4.8854,1000000.0000
36,2.3689,10.8343,20.8935,40.8970,60.8961,80.8951,100.8941,1.0000,2.0593,2.1745,2.8408,3.3152,3.7700,3.8894,4.5319,4.8098,1000000.0000
37,2.3996,10.8797,20.9240,40.9244,60.9237,80.9232,100.9226,1.0000,1.0644,1.6723,1.7482,2.5621,3.0557,3.3130,3.9796,4.8326,1000000.0000
38,1.7500,10.7199,20.7688,40.7728,60.7732,80.7736,100.7739,1.0000,1.2469,1.9343,2.0186,3.8011,4.0645,4.1463,4.1681,4.4988,1000000.0000
39,2.3730,10.7566,20.4502,40.7877,60.7866,80.7854,100.7843,1.0000,1.6714,2.8462,3.0340,3.0697,3.2440,3.4635,3.5721,4.1360,1000000.0000
40,2.2920,10.6567,20.7033,40.7081,60.7093,80.7097,100.7092,1.0000,1.0581,1.2001,3.0805,3.6056,3.7878,4.3054,4.4141,4.9209,1000000.0000
41,2.3972,10.8850,20.9374,40.9391,60.9392,80.9379,100.9372,1.0000,1.1338,1.3052,2.2374,2.8409,3.4594,3.6894,4.5073,4.7379,1000000.0000
42,1.6589,10.7214,20.7357,40.7372,60.7384,80.7395,100.7407,1.0000,1.0528,1.5260,1.8620,2.0426,2.5931,2.5981,3.4539,3.5938,1000000.0000
43,2.3722,10.8120,20.8424,40.8463,60.8465,80.8465,100.8467,1.0000,1.9660,2.5412,2.5802,2.7035,3.2207,3.4766,4.8490,4.8584,1000000.0000
44,2.4009,10.8165,20.8521,40.8566,60.8593,80.8622,100.8650,1.0000,1.1785,2.0902,2.2158,2.8507,3.7028,3.7847,3.9538,4.5507,1000000.0000
45,2.4246,10.7840,20.8013,40.8016,60.8007,80.8016,100.8016,1.0000,1.2431,1.2756,1.9840,2.2944,2.4648,2.6516,3.2838,3.5415,1000000.0000
46,2.4136,10.8614,20.8995,40.8998,60.8982,80.8967,100.8951,1.0000,1.2599,2.1181,2.6913,3.1471,4.0036,4.0885,4.3060,4.3142,1000000.0000
47,2.4148,10.7158,20.7246,40.7228,60.7209,80.7190,100.7170,1.0000,1.5372,2.1306,2.4119,2.5727,2.6130,2.6908,3.2435,3.2706,1000000.0000
48,2.3012,10.7138,20.7693,40.7742,60.7745,80.7732,100.7725,1.0000,2.5444,2.5847,3.4004,3.7833,4.1853,4.2945,4.7427,4.7501,1000000.0000
49,2.3585,10.6335,20.6418,40.6374,60.6466,80.6482,100.4826,1.0000,1.7221,2.1448,2.3915,2.4115,2.5482,4.2723,4.2819,4.4819,1000000.0000
50,2.3228,10.6822,20.5859,40.6995,60.6976,80.6957,100.6913,1.0000,1.1023,2.2299,2.6311,2.7392,4.6840,4.8250,4.8879,4.9490,1000000.0000
51,2.3793,10.7571,20.7767,40.7788,60.7806,80.7824,100.7841,1.0000,1.3951,1.8364,2.3938,2.5501,3.8896,4.1865,4.2653,4.2937,1000000.0000
52,2.3955,10.8879,20.9447,40.9475,60.9476,80.9476,100.9477,1.0000,1.6177,1.9037,2.8914,3.7815,3.8345,4.3043,4.5580,4.8273,1000000.0000
53,2.3943,10.6929,20.6484,40.7267,60.7278,80.7289,100.7276,1.0000,1.3120,1.4049,1.7509,2.5013,3.2779,3.4398,3.5577,3.6331,1000000.0000
54,2.3835,10.7551,20.7714,40.7703,60.7686,80.7670,100.7654,1.0000,1.7818,1.9321,2.6616,2.7663,2.8648,3.1075,4.3010,4.4034,1000000.0000
55,2.3540,10.7560,20.7939,40.7960,60.7972,80.7983,100.7996,1.0000,1.0333,1.1532,2.4823,2.6868,3.4482,3.8148,4.2408,4.5230,1000000.0000
56,2.3654,10.7673,20.8050,40.8064,60.8059,80.8052,100.8036,1.0000,1.9837,2.7618,3.3938,3.5133,3.8336,4.0127,4.1614,4.2488,1000000.0000
57,2.3417,10.7923,20.8555,40.8591,60.8588,80.8585,100.8582,1.0000,2.3845,2.6819,3.3440,3.5079,4.2306,4.4087,4.7096,4.9073,1000000.0000
58,2.3798,10.8585,20.9184,40.9210,60.9201,80.9192,100.9183,1.0000,1.0642,1.5372,1.7686,3.1472,4.0082,4.2966,4.7460,4.8979,1000000.0000
59,2.3968,10.7965,20.8208,40.8220,60.8227,80.8218,100.8241,1.0000,1.8556,2.0936,2.1235,2.7314,2.9513,3.1018,3.9411,4.3340,1000000.0000
60,2.4261,10.7539,20.7653,40.7640,60.7617,80.7612,100.7598,1.0000,1.5908,1.6638,1.8390,2.0209,2.1650,2.4208,2.7222,3.5746,1000000.0000
61,2.4035,10.6402,20.6442,40.5955,60.6409,80.6375,100.6374,1.0000,1.0843,1.2067,1.5067,1.5126,1.8236,2.2563,2.6070,4.6680,1000000.0000
62,2.3542,10.5897,20.7063,40.7076,60.7065,80.7056,100.7033,1.0000,1.2701,1.4307,1.4945,1.5723,2.1671,2.3270,4.1765,4.6172,1000000.0000
63,2.4112,10.8470,20.8843,40.8844,60.8833,80.8807,100.8810,1.0000,1.5114,1.6381,1.9673,2.7563,3.3385,4.0006,4.0568,4.3230,1000000.0000
64,1.9412,10.7580,20.7780,40.7791,60.7796,80.7795,100.7820,1.0000,1.0191,1.1951,2.0552,2.2844,2.3103,2.6017,2.9054,4.0073,1000000.0000
65,2.3938,10.7728,20.8002,40.8030,60.8048,80.8065,100.8083,1.0000,1.3176,2.2682,3.1294,3.2747,3.5394,3.8791,4.0088,4.1045,1000000.0000
66,2.3906,10.8166,20.9192,40.9214,60.9212,80.9210,100.9209,1.0000,1.4504,1.6651,2.8067,3.7098,4.0185,4.4067,4.5785,4.9851,1000000.0000
67,2.3830,10.7598,20.8217,40.8239,60.8244,80.8231,100.8228,1.0000,1.1044,1.6657,2.9337,2.9586,3.1414,3.6697,3.8009,4.6230,1000000.0000
68,2.4018,10.7828,20.8077,40.8093,60.8092,80.8108,100.8114,1.0000,1.2507,1.2784,2.2499,2.5700,2.6315,2.8843,3.5513,3.8555,1000000.0000
69,2.3825,10.8265,20.8708,40.8742,60.8754,80.8765,100.8766,1.0000,1.0613,1.8121,1.9479,3.2452,3.5325,3.8285,4.1767,4.9476,1000000.0000
70,2.3271,10.7798,20.8408,40.8473,60.8490,80.8506,100.8521,1.0000,1.3965,1.4107,1.8460,1.9583,4.0667,4.5591,4.7525,4.8104,1000000.0000
71,2.0002,10.8606,20.8915,40.8940,60.8956,80.8973,100.8989,1.0000,1.4123,1.8180,1.9755,2.1260,2.8454,3.2488,3.5731,4.5703,1000000.0000
72,2.0001,10.7519,20.7930,40.7944,60.7949,80.7956,100.7962,1.0000,1.3495,1.5944,2.5975,2.6114,3.2464,3.3622,4.0301,4.0880,1000000.0000
73,2.0002,10.8261,20.8922,40.8981,60.8981,80.8981,100.8956,1.0000,1.0968,2.0685,2.2913,2.3774,3.6439,3.9435,4.3181,4.8250,1000000.0000
74,2.3729,10.7781,20.8159,40.8165,60.8149,80.8132,100.8117,1.0000,1.4669,1.5237,1.5496,1.5893,2.8157,3.2524,3.9405,4.3942,1000000.0000
75,2.3624,10.6794,20.6725,40.7275,60.7286,80.7296,100.7280,1.0000,1.1206,1.3214,1.5662,1.7023,1.7224,1.9558,4.4346,4.8887,1000000.0000
76,2.3821,10.8531,20.9100,40.9154,60.9167,80.9194,100.9212,1.0000,1.9799,2.0875,2.7414,3.1382,3.5594,3.6334,3.7822,4.6660,1000000.0000
77,2.3278,10.7355,20.7848,40.7915,60.7916,80.5868,100.7917,1.0000,1.6643,3.4150,3.4190,3.4203,3.4776,4.5410,4.9834,4.9994,1000000.0000
78,2.3879,10.7707,20.8008,40.8033,60.8044,80.8055,100.8066,1.0000,1.2823,2.2625,2.9131,3.3026,3.3315,3.4960,3.6830,4.7997,1000000.0000
79,2.4263,10.8188,20.8383,40.8399,60.8411,80.8407,100.8423,1.0000,1.2961,1.4864,1.7679,2.5728,3.0240,3.5025,3.6457,4.0418,1000000.0000
80,2.4128,10.7623,20.7937,40.7920,60.7899,80.7877,100.7856,1.0000,1.2428,1.5129,2.0007,2.5943,2.9948,3.0423,4.2360,4.3242,1000000.0000
81,1.4004,10.8351,20.8848,40.8876,60.8872,80.8868,100.8863,1.0000,1.0887,1.4813,2.5976,2.7287,3.2961,3.9043,4.8146,4.9922,1000000.0000
82,2.3635,10.8083,20.8621,40.8634,60.8643,80.8633,100.8624,1.0000,1.8242,2.9385,3.4757,4.0816,4.0833,4.4071,4.5083,4.7288,1000000.0000
83,2.4214,10.6968,20.6293,40.7061,60.7078,80.7093,100.7110,1.0000,1.2707,1.8784,2.2296,2.5171,2.7599,2.7655,3.1010,3.1412,1000000.0000
84,2.3995,10.8326,20.8734,40.8753,60.8750,80.8744,100.8741,1.0000,1.1042,1.9205,1.9946,2.0883,2.9210,3.2368,3.9605,4.6818,1000000.0000
85,2.3874,10.7722,20.8005,40.8018,60.8019,80.8005,100.8022,1.0000,1.1051,2.0894,2.6943,2.7741,2.8514,3.7708,3.8303,4.0682,1000000.0000
86,2.3904,10.8095,20.8426,40.8443,60.8450,80.8458,100.8463,1.0000,1.7074,2.3217,2.3863,2.8095,3.0773,4.2059,4.5167,4.5425,1000000.0000
87,2.3772,10.7227,20.7440,40.7444,60.7442,80.7440,100.7438,1.0000,1.4244,1.4799,2.5790,2.8839,3.0057,3.1349,3.3498,3.8650,1000000.0000
88,2.3968,10.8359,20.8772,40.8784,60.8774,80.8749,100.8730,1.0000,1.7497,2.4169,2.5223,3.0018,3.4790,3.9318,4.3778,4.4564,1000000.0000
89,1.9999,10.8434,20.8720,40.8710,60.8688,80.8666,100.8644,1.0000,1.1941,1.1975,1.7224,2.4758,3.2073,3.5315,3.7249,4.5587,1000000.0000
90,2.4196,10.7882,20.7728,40.8088,60.8070,80.8052,100.8035,1.0000,1.0371,1.5123,1.7550,1.7698,2.4308,2.6924,3.3511,4.9950,1000000.0000
91,2.3905,10.8777,20.9395,40.9452,60.9461,80.9470,100.9479,1.0000,1.8692,2.1763,3.0669,3.4619,3.9454,4.1995,4.8069,4.9119,1000000.0000
92,2.4063,10.8202,20.8478,40.8484,60.8479,80.8460,100.8447,1.0000,1.4318,1.8261,1.9594,2.1904,2.8926,3.0995,3.4980,4.4830,1000000.0000
93,2.3977,10.6412,20.6501,40.6469,60.6431,80.6393,100.6355,1.0000,1.1134,1.2397,1.4269,1.7619,1.9786,2.4750,4.4170,4.7135,1000000.0000
94,2.3605,10.7362,20.8425,40.8467,60.8465,80.8463,100.8461,1.0000,1.3197,1.3571,2.5307,2.9641,3.0419,3.3174,3.4739,4.8332,1000000.0000
95,2.3900,10.7841,20.8235,40.8254,60.8261,80.8268,100.8274,1.0000,1.5497,2.2199,2.9943,3.3920,3.4243,3.4703,4.2257,4.3782,1000000.0000
96,2.4353,10.8150,20.8326,40.8321,60.8312,80.8303,100.8294,1.0000,1.4204,1.8722,2.1582,2.5695,3.0167,3.6447,3.7873,3.9190,1000000.0000
97,2.3830,10.7729,20.8022,40.8022,60.8010,80.7997,100.7985,1.0000,1.5441,1.6403,2.7665,3.1533,3.4436,3.7601,3.9241,4.1932,1000000.0000
98,2.3425,10.8088,20.8734,40.8793,60.8797,80.8794,100.8781,1.0000,2.3256,2.8142,2.8355,3.1300,3.2374,3.7535,3.9392,4.8847,1000000.0000
99,2.4076,10.6965,20.8036,40.8045,60.8046,80.8049,100.8049,1.0000,1.0284,1.4907,1.9629,2.0589,2.0873,2.6978,3.4119,3.7462,1000000.0000
100,2.4231,10.8172,20.8422,40.8437,60.8444,80.8451,100.8458,1.0000,1.6494,1.9384,2.2433,2.2659,2.5660,3.1693,3.7141,4.0348,1000000.0000
