trial,rev_1,rev_5,rev_10,rev_20,rev_30,rev_40,rev_50,sup_1,sup_2,sup_3,sup_4,sup_5,sup_6,sup_7,sup_8,sup_9,sup_10
68,2.2105,10.6015,20.8886,41.3087,61.5981,81.8000,101.9473,1.0000,3.3189,14.8256,28.1445,38.4124,50.9007,70.5593,95.0130,99.9524,1000000.0000
69,2.1822,10.5105,20.7942,41.1788,61.4337,81.6097,101.7329,1.0000,1.3154,7.9421,28.5754,32.6725,47.1045,50.9213,64.1459,74.5088,1000000.0000
70,2.0420,10.2001,20.3765,40.6631,60.8792,81.0429,101.1667,1.0000,23.9549,26.8603,36.9216,42.2674,46.5596,72.3924,89.5952,96.4769,1000000.0000
71,2.1694,10.5402,20.8024,41.1828,61.4601,81.6622,101.8120,1.0000,4.6265,13.1200,40.7826,48.9637,56.2876,68.1088,74.2929,95.6723,1000000.0000
72,2.0981,10.3729,20.5766,40.8244,60.9963,81.1269,101.2223,1.0000,9.0662,9.5400,11.9482,62.9265,72.8479,84.2333,85.2583,90.1956,1000000.0000
73,2.2332,10.0000,21.0452,41.4156,61.6603,81.8429,101.9870,1.0000,2.7000,9.1192,10.1722,26.0447,45.1234,54.6890,72.3268,90.1995,1000000.0000
74,2.2312,10.4936,20.6430,40.8814,61.0646,81.2066,101.3176,1.0000,1.0034,2.7563,39.5393,40.4022,54.1402,77.0044,86.1345,93.4474,1000000.0000
75,2.0274,10.1314,19.9997,40.4535,60.6184,80.7516,100.8569,1.0000,37.8441,37.8759,41.4199,45.7310,57.0398,74.6073,86.9865,98.7382,1000000.0000
76,2.0431,10.0000,20.3770,40.6578,59.9991,81.0343,101.1599,1.0000,22.1463,45.6556,47.3378,47.5533,51.8950,67.3264,86.0877,97.6066,1000000.0000
77,2.0673,10.3098,20.5614,40.9362,61.1922,81.3703,101.4958,1.0000,14.0968,27.5876,35.9963,41.3128,53.3667,56.6027,67.6959,69.8461,1000000.0000
78,2.1091,10.4630,20.7681,41.1379,61.3570,81.5035,101.6080,1.0000,8.5666,15.4593,17.5557,19.1831,52.5539,62.6011,74.0511,78.7026,1000000.0000
79,2.0606,10.2657,20.4621,40.7406,60.9348,81.0752,101.1884,1.0000,15.4294,50.2772,54.8490,55.7036,71.6256,73.7638,74.9268,94.2011,1000000.0000
80,2.2244,10.3746,20.5154,40.7421,60.9149,81.0461,101.1509,1.0000,1.3724,1.4739,33.7704,34.2719,49.7382,88.7449,93.8462,98.9137,1000000.0000
81,2.1219,10.5250,20.8840,41.2862,61.5006,81.6227,101.6963,1.0000,7.2259,11.4049,21.9433,26.5036,35.9039,44.6545,44.7518,92.7470,1000000.0000
82,2.2352,10.5696,20.7498,41.0202,61.2221,81.3733,101.4869,1.0000,2.6423,6.1188,52.7295,60.8411,66.5466,81.3655,87.1253,93.1440,1000000.0000
83,2.0947,10.4166,19.9998,41.1241,61.3668,81.5203,101.6198,1.0000,9.4453,19.0190,30.6241,40.6693,44.2213,72.9702,79.6216,79.6814,1000000.0000
84,2.1810,10.7045,21.0751,41.4348,61.6287,81.7613,101.8588,1.0000,4.8312,8.3075,10.6400,16.0751,35.1353,42.9336,71.3705,91.0952,1000000.0000
85,2.2410,10.6153,20.8831,41.2194,61.4288,81.5753,101.6841,1.0000,2.4679,16.5908,17.8362,38.7735,42.5199,71.2485,81.5090,83.2259,1000000.0000
86,2.2375,10.6317,20.9223,41.3092,61.5545,81.7104,101.8134,1.0000,1.6346,4.2862,20.0971,35.8704,37.2815,43.2526,70.4806,78.4605,1000000.0000
87,2.0652,10.3038,20.5563,40.9405,61.2077,81.3955,101.5291,1.0000,14.6826,24.5642,27.6497,38.5732,49.8082,57.6147,61.6392,72.3751,1000000.0000
88,2.0557,10.2592,20.4761,40.8114,61.0500,81.2225,101.3509,1.0000,17.2044,23.7929,23.8246,43.6275,61.4568,73.0901,78.9723,85.4327,1000000.0000
89,2.2607,10.8006,21.0672,41.3482,61.5509,81.7103,101.8367,1.0000,2.4022,2.9387,6.2964,9.6843,37.2419,52.1431,77.2578,85.7012,1000000.0000
90,2.0862,10.3775,20.6587,41.0622,61.3407,81.5424,101.6927,1.0000,10.4983,25.1067,27.0883,36.2283,55.2214,68.5331,85.8235,91.4780,1000000.0000
91,2.0000,10.7215,20.9947,41.1912,61.2766,81.3378,101.3899,1.0000,2.9273,6.1000,10.0520,11.1648,21.3621,86.3217,86.6396,92.5971,1000000.0000
92,2.0734,10.3333,20.5943,39.9996,61.1999,81.3544,101.4550,1.0000,13.0101,17.7879,32.0620,33.3367,51.5811,54.4318,58.8932,64.1079,1000000.0000
93,2.0254,10.1227,19.9996,40.4232,59.9992,79.9985,100.8052,1.0000,39.2272,60.3909,61.1476,80.2459,89.7391,94.7391,94.9006,97.9606,1000000.0000
94,2.0689,10.3177,20.5731,40.9484,61.2003,81.3733,101.4918,1.0000,13.8747,26.1549,37.3965,41.9527,45.5171,68.1679,81.0161,81.8516,1000000.0000
95,2.0877,10.3552,20.5790,40.8687,61.0660,81.2109,101.3209,1.0000,10.2876,13.7198,54.6996,61.5216,65.9985,66.6027,68.3289,90.4879,1000000.0000
96,2.0000,10.6854,20.9649,41.2489,61.4344,81.5746,101.6811,1.0000,4.3956,7.3408,14.4873,53.4948,56.3146,73.7596,93.3898,97.3775,1000000.0000
97,2.0778,10.3237,20.5394,40.8295,61.0297,81.1810,101.2960,1.0000,11.7350,47.0820,47.7139,60.3235,71.2531,76.2141,79.4360,91.6809,1000000.0000
98,2.0770,10.3244,20.5463,40.8486,61.0575,81.2126,101.3309,1.0000,11.8875,44.1696,49.4568,51.7920,56.1807,60.8873,66.2553,99.5151,1000000.0000
99,2.0601,10.2783,20.5075,40.8546,61.0931,81.2602,101.3780,1.0000,16.3594,17.9942,28.5780,37.5114,66.6980,68.2773,92.1759,99.1900,1000000.0000
100,2.0661,10.0000,20.5484,40.9064,61.1423,81.2971,101.4022,1.0000,14.5347,18.3559,23.0257,41.2946,58.2359,74.8006,76.0412,79.4999,1000000.0000
